system:index,ARVI,B11,B12,B2,B3,B4,B5,B6,B7,B8,DVI,GRVI,HH,HV,IRECI,LAI,MTCI,NDVI,REIP,RVI,VH,VV,agbd,random,.geo
202010_078E_024N_240,0.83411014,1524.5,764.5,262.0,593.0,410.0,943.5,2290.0,2662.5,2767.5,2331.0,0.13343307,7268,3647,5380.844,6.581014,3.4789176,0.7442403,717.3696,6.8201284,-17.204604350221686,-11.788063470614576,430.281311,0.20994156897818061,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76515855855351,29.718101639069825]}"
202009_078E_024N_555,0.8781362,1258.0,559.0,119.0,269.0,207.0,568.0,1569.0,1858.0,1959.0,1625.0,0.1680162,5700,4049,4492.8486,6.826811,3.5099337,0.77675277,717.20685,7.958678,-15.100577661366682,-8.533769844777519,125.180061,0.21010737952401848,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77649076043794,29.67872699459224]}"
202009_078E_024N_345,0.83273476,1104.0,637.0,168.0,392.0,277.0,699.0,1757.0,1915.0,1967.0,1514.0,0.098314606,6429,3766,3070.6968,6.1696577,2.8818898,0.68819815,714.7791,5.41433,-15.493888696071286,-10.46106808281927,332.922791,0.21016591278338292,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77117343028732,29.69108575340878]}"
202009_078E_024N_54,0.84979576,1087.0,504.5,166.5,429.5,258.0,808.5,2102.5,2380.5,2126.0,1807.5,0.17308068,8728,5219,4515.036,6.261418,2.9333754,0.75903153,715.32,7.309684,-15.25404129005903,-8.653276698487968,259.333618,0.2105240718141057,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7771142824793,29.712572648889896]}"
202005_078E_024N_487,0.8876181,982.0,403.0,113.0,232.0,161.0,399.0,1401.0,1695.0,1909.0,1741.0,0.17928287,7949,4220,4790.2256,7.5209794,5.317949,0.83497304,720.05963,11.119231,-14.759341825423936,-8.59181188179259,321.106171,0.2105304037736342,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76719900907138,29.699170384270023]}"
202005_078E_024N_307,0.86632776,1367.5,631.0,174.0,400.5,259.5,682.0,1949.5,2264.5,2501.5,2154.0,0.17882523,4624,2911,5051.3467,7.075425,3.276494,0.7931829,716.44934,8.679442,-14.382911303892845,-7.601211521811241,125.48212432861328,0.21088372419960044,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75855622590656,29.708564777886725]}"
202010_078E_024N_5,0.78885317,1046.0,590.0,212.0,430.0,347.0,698.0,1550.0,1743.0,1892.0,1446.0,0.08073654,16391,6968,2702.9753,5.576838,3.0601265,0.6763147,717.6884,5.178841,-16.51968606693892,-9.76520543927156,128.172516,0.21108533609975366,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73208986466315,29.73764153616248]}"
202010_078E_024N_75,0.8423475,1553.0,839.5,250.5,560.0,405.0,991.5,2630.0,3074.5,3012.0,2636.5,0.14851943,8171,5437,6608.9673,6.7576,3.1679099,0.7526468,715.38446,7.087555,-16.52302990624434,-10.526755265584601,374.991516,0.21123786781173237,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75078623239848,29.73082584406097]}"
202010_078E_024N_586,0.8729704,879.0,428.0,99.0,228.0,174.0,462.0,1343.0,1604.0,1606.0,1451.0,0.14534883,9841,8117,4022.4934,6.9280853,3.940075,0.800227,719.16534,9.011364,-15.594784215301656,-9.632521075327322,293.147614,0.21177531625430546,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.71615385353667,29.689887125910282]}"
202010_078E_024N_228,0.8917098,989.0,458.5,125.0,269.0,179.0,477.5,1649.0,2121.5,2248.0,2055.5,0.22311577,12874,5087,5937.575,7.655513,4.603801,0.8334055,720.07104,11.007671,-13.989222822577899,-7.474076385592479,370.009644,0.21241214211540194,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75661958678339,29.71892410742292]}"
202005_078E_024N_728,0.8348624,1035.0,544.0,144.0,374.0,260.0,637.0,1431.0,1701.0,1680.0,1386.0,0.14285715,7156,4486,2903.6963,6.178722,2.3764706,0.7207304,713.26666,6.1615386,-16.24015074391508,-9.746244103127687,184.883423,0.21291321404778196,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73582190770558,29.687369118263877]}"
202010_078E_024N_187,0.74277604,2389.0,1443.5,388.0,637.5,708.0,1132.5,2270.0,2651.0,2770.5,2186.0,0.0022920882,6901,2887,3923.4497,4.9293356,2.4957285,0.61702573,716.1387,4.2226996,-17.339322994702748,-11.080321069473216,248.851318,0.2130874383936988,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77828884947232,29.72228423451766]}"
202005_078E_024N_593,0.8264015,1279.0,591.0,182.0,323.0,289.0,546.0,1646.0,1944.0,2104.0,1697.0,0.107344635,6605,3196,4652.3643,6.7141457,4.4068766,0.74883467,720.86145,6.962882,-14.531663001174206,-8.359893058607916,167.365219,0.21447654738470145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72540867136728,29.693586056231357]}"
202010_078E_024N_465,0.79306394,2548.0,1479.0,388.0,847.0,898.0,1607.0,2923.0,3310.0,3329.0,2292.0,0.012605042,6182,3842,3709.103,4.418435,2.510471,0.61434597,714.867,4.1859956,-15.05047949656957,-7.89860899131425,104.159492,0.21452122759028114,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74293184848118,29.69736308737608]}"
202006_078E_024N_25,0.7723793,1971.0,1180.5,337.0,641.5,624.5,1127.0,2284.5,2631.5,2716.0,1976.0,0.021740561,7617,3425,3659.253,4.994327,2.976264,0.6123796,716.7556,4.1596875,-17.64912674390124,-10.907482794443464,366.321167,0.21483212591544265,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76425063102211,29.728921864408285]}"
202005_078E_024N_737,0.8154463,1514.0,786.0,229.0,492.0,410.0,839.0,1893.0,2215.0,2414.0,1983.0,0.07736389,9249,4765,3810.138,5.912426,2.9870968,0.6901993,716.5161,5.4557643,-15.907718865403764,-9.964325140007531,130.366501,0.21484170083534837,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75442793712544,29.687094173727605]}"
202009_078E_024N_637,0.86324,1116.0,589.0,149.0,341.0,253.0,597.0,1582.0,1727.0,2030.0,1691.0,0.11594203,6532,3830,4041.8264,6.380656,3.2727273,0.76859504,717.2605,7.642857,-16.311872888994394,-10.593048416608362,326.794769,0.21511800109964963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.790749732037,29.67457149000169]}"
202005_078E_024N_1028,0.7754206,1544.0,923.0,307.0,590.0,552.0,1026.0,2260.0,2567.0,2765.0,2018.0,0.03815261,14409,12032,3956.6565,5.2149262,2.9477124,0.6306306,716.37274,4.414634,-14.507410005667015,-8.95448364749292,424.230499,0.2166626041622295,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72342272678081,29.666720833294054]}"
202008_078E_024N_161,0.82402235,1232.0,649.0,220.0,495.0,387.0,910.0,2088.0,2275.0,2286.0,1770.0,0.12021136,8498,7642,3790.9385,5.7166896,2.5281124,0.6883482,714.25616,5.4174175,-14.932954465940384,-9.549985299532073,279.456818,0.21692607208660042,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77717561586915,29.686178108830457]}"
202007_078E_024N_161,0.8937262,939.0,416.5,95.5,210.5,156.5,449.5,1346.5,1632.0,1676.0,1377.5,0.12760326,10964,4823,3552.4321,6.645996,3.0717173,0.78795886,718.7593,8.434416,-15.291391179023428,-8.597749898278396,121.413292,0.21704885261281248,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73909493297825,29.71492320481649]}"
202005_078E_024N_389,0.8915311,1226.0,521.0,130.0,316.0,187.0,598.0,1823.0,2171.0,2386.0,2215.0,0.26857144,5783,2555,5775.904,7.6391487,3.5183375,0.8505338,718.09436,12.380953,-16.2138359524615,-9.733185791387289,206.730927,0.21721371269681,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75395803718148,29.70423522631827]}"
202010_078E_024N_683,0.9059197,1191.0,546.0,113.0,262.0,188.0,481.0,1640.0,1994.0,2149.0,1930.0,0.21088435,9209,3986,5832.9062,7.7184,4.427119,0.84168684,720.0,11.633188,-14.11206067012836,-8.110805058074531,228.153488,0.21750301458702725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7371559068074,29.683997873667636]}"
202009_078E_024N_294,0.80890054,1449.0,814.0,211.0,401.0,374.0,755.0,1633.0,1897.0,2160.0,1766.0,0.08169014,8311,5444,3357.0698,6.368538,2.8249536,0.7146394,716.0952,6.008677,-15.710511992375466,-8.740617003969266,165.008331,0.21784347221291178,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74839946479977,29.6940308987141]}"
202008_078E_024N_312,0.9114583,792.0,356.0,91.0,194.0,132.0,336.0,1219.0,1662.0,1424.0,1329.0,0.2112676,7784,4284,5563.8945,7.432795,5.210332,0.8266579,721.89453,10.537879,-18.565856286968966,-13.184454077471,526.127014,0.217899054706036,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.8033909946026,29.676039856959115]}"
202009_078E_024N_604,0.7898894,1335.0,808.0,266.0,565.0,473.0,1018.0,2239.0,2434.0,2504.0,1844.0,0.08327082,8845,4892,3614.8738,5.4605045,2.1866667,0.6546185,713.0549,4.7906976,-15.811767101725943,-10.290499537294941,246.982132,0.2179954760878089,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75508083575193,29.676045968931774]}"
202009_078E_024N_145,0.8136874,2410.0,1417.0,374.0,769.5,620.0,1359.5,2848.5,3276.5,3420.0,2858.0,0.119526565,6512,3782,5750.8525,6.200919,2.5591116,0.7110306,714.4248,5.9220276,-15.786783990933149,-9.14682766223608,137.575882,0.21831287960935775,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76015093945456,29.70497014800278]}"
202005_078E_024N_471,0.8163593,2018.0,1100.0,246.0,458.0,497.0,919.0,1799.0,2048.0,2218.0,1774.0,0.03133903,8177,3082,3201.37,5.493252,2.373494,0.68966806,715.2605,5.4447117,-15.230710609168701,-8.151557168053527,93.536346,0.21836861224142246,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75917840342801,29.6999978757701]}"
202005_078E_024N_535,0.7488641,1705.0,979.0,304.0,577.0,581.0,1013.0,1845.0,2133.0,2356.0,1682.0,0.00810081,9989,5255,2677.8538,4.5535603,2.4854167,0.57431316,715.6892,3.6982892,-15.407426286840808,-7.820745238735556,276.655121,0.21846283911749542,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.71943221825696,29.69623557171653]}"
202010_078E_024N_514,0.8568857,989.0,436.0,156.0,339.0,233.0,614.0,1662.0,1950.0,1945.0,1713.0,0.14571746,11745,5751,3948.1865,6.3635335,3.2754822,0.7584194,717.39307,7.2788105,-15.866703430817315,-9.548714452768971,286.352844,0.21885525019919805,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72075259775146,29.69399236289311]}"
202005_078E_024N_652,0.7972051,1613.0,892.0,295.0,651.0,548.0,1149.0,2256.0,2574.0,2762.0,2210.0,0.0626087,9008,4481,3738.7217,5.3420134,2.403114,0.66049385,715.16425,4.890909,-16.431825903633552,-10.615790513143137,311.725433,0.2188803148447892,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73060977671702,29.690928835584497]}"
202009_078E_024N_2,0.74277604,2389.0,1443.5,388.0,637.5,708.0,1132.5,2270.0,2651.0,2770.5,2186.0,0.0022920882,6901,2887,3923.4497,4.9293356,2.4957285,0.61702573,716.1387,4.2226996,-17.339322994702748,-11.080321069473216,147.647705,0.21899509368071002,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77829158197169,29.722058661228754]}"
202009_078E_024N_263,0.8725905,1801.0,862.0,222.0,493.0,363.0,1001.0,3047.0,3528.0,3770.0,3229.0,0.16783217,6333,2499,9288.619,7.567004,3.434971,0.82371795,718.65857,10.345454,-15.660799391986954,-9.181482523274418,283.304901,0.21904296579751337,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77679432345708,29.696326563922586]}"
202010_078E_024N_768,0.82815826,1050.0,553.0,193.0,451.0,304.0,761.0,1847.0,2086.0,2083.0,1687.0,0.16624685,8474,5616,3732.9763,6.201829,2.5115304,0.7321184,714.507,6.4659863,-16.833792311189324,-10.82447389279935,191.115097,0.21937573728769344,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.71228778074907,29.668869079992096]}"
202005_078E_024N_680,0.8772727,1071.0,484.0,101.0,273.0,166.0,456.0,1291.0,1659.0,1721.0,1507.0,0.24637681,8478,4426,3729.025,7.256776,3.2554348,0.7984415,717.7228,8.922681,-15.19957253139017,-8.889817346379376,329.111725,0.2197826048100614,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73837711698532,29.689649456813303]}"
202009_078E_024N_750,0.7876106,1462.0,850.0,240.0,503.0,419.0,861.0,1806.0,2073.0,2114.0,1632.0,0.08839191,9266,5053,2984.424,5.410716,2.2595937,0.6713203,713.6493,5.0849514,-14.709005343678244,-8.547340151817492,204.196442,0.2201755657593094,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74409961301262,29.665790399189916]}"
202010_078E_024N_252,0.8381216,924.5,438.0,185.0,426.0,295.5,633.0,1694.5,2047.5,2097.5,1802.5,0.19567943,17976,8005,4532.132,6.6067142,3.8537233,0.7652929,718.3528,7.5243626,-16.69595613338332,-11.403619957416756,330.792023,0.22052806059311592,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76413593261407,29.71718970443858]}"
202005_078E_024N_595,0.8427888,1410.0,694.0,187.0,490.0,329.0,839.0,2135.0,2363.0,2621.0,2190.0,0.17212543,7705,4308,4921.032,6.2848306,3.0465631,0.7632242,716.1356,7.4468083,-13.797493645432018,-7.218642452328096,221.836792,0.2206982930768132,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74271842866844,29.693751496449373]}"
202009_078E_024N_368,0.8796875,1415.0,626.0,172.0,405.0,245.0,681.0,2047.0,2403.0,2602.0,2348.0,0.22666667,7559,3947,6388.9233,6.997365,3.8816426,0.80210525,717.73584,9.106383,-14.159167598492344,-7.714413906846828,160.200058,0.22085707136929056,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76008649589352,29.689177647213764]}"
202005_078E_024N_89,0.7716298,1675.5,959.5,313.5,575.0,594.0,977.0,1955.0,2148.5,2304.0,1655.0,-0.0011779484,8892,4804,2739.5234,4.5424247,2.7136307,0.5891408,715.9521,3.8680246,-16.397775016199528,-10.459022298901305,139.565903,0.221577053056372,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76356656121706,29.721470749412955]}"
202010_078E_024N_238,0.85217464,1226.0,557.5,249.0,575.0,323.5,972.0,2594.5,2918.0,2912.0,2570.0,0.2342107,8744,4617,6979.7646,7.2409763,3.5050635,0.79586506,716.9978,8.799019,-16.364309935822536,-10.008640411375827,596.876953,0.22167503136237243,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77445896560306,29.718413660088093]}"
202009_078E_024N_743,0.8098531,1550.0,837.0,249.0,556.0,434.0,959.0,2007.0,2299.0,2411.0,1872.0,0.06452998,11325,5246,3234.499,5.4128056,2.6888888,0.65772873,715.40985,4.843318,-15.35542268224477,-8.569972529660822,190.771484,0.22188488591037736,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73582606818002,29.6663885329499]}"
202005_078E_024N_518,0.74496645,1511.0,864.0,330.0,571.0,553.0,970.0,1829.0,2126.0,2329.0,1714.0,0.06390328,10344,7011,2858.0254,5.468467,2.7560976,0.5618067,714.83295,3.5641954,-16.973336899565986,-10.653315241964187,235.38092041015625,0.22255292636963564,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72019585965388,29.69714533998929]}"
202006_078E_024N_20,0.7070718,1888.0,1152.0,345.0,582.5,563.0,1036.0,1838.5,2071.0,2177.0,1314.0,-0.010451116,7385,3775,2058.7954,4.479703,2.1571355,0.5534565,713.9678,3.478974,-17.804562317941443,-11.89977389507558,294.100006,0.22322407432825953,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75388765145829,29.730855080551052]}"
202010_078E_024N_171,0.7358961,1708.0,1109.5,335.0,592.0,647.5,1048.0,2038.5,2311.0,2506.5,1709.0,-0.0039384216,7315,6006,2760.5762,4.5006065,2.7713935,0.5547869,715.4753,3.5060673,-15.733403027889658,-8.669300737257457,84.114487,0.2233590397396913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7521734026827,29.723168624317207]}"
202009_078E_024N_49,0.80937636,1619.5,765.0,308.0,538.0,392.0,898.0,2370.0,2995.0,2543.5,2170.5,0.15199286,7852,4730,5959.911,6.2759304,3.4906893,0.751098,717.6323,7.0363064,-19.375200838915084,-13.530693046739971,235.897064,0.22337249205560827,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78615041196656,29.71333259640876]}"
202009_078E_024N_19,0.7638532,1702.5,957.0,274.5,544.0,508.0,977.5,1982.0,2247.5,2354.5,1557.5,0.0152251385,12260,7007,3019.773,5.047769,2.6169176,0.60751355,716.09796,4.0981774,-16.805500836426887,-10.338321814400759,207.258911,0.22363082602162743,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.79151758164922,29.718344877736545]}"
202005_078E_024N_1073,0.79007465,1490.0,850.0,250.0,530.0,485.0,973.0,1933.0,2158.0,2173.0,1681.0,0.05050505,8299,4710,3406.649,5.124377,2.5265393,0.65180606,715.0132,4.743925,-16.285275660915676,-10.460503047606913,176.359634,0.2237683041227012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72607948252553,29.660880847523206]}"
202005_078E_024N_1018,0.8089489,1408.0,730.0,269.0,600.0,423.0,958.0,2114.0,2367.0,2547.0,2107.0,0.1904762,9875,4401,4126.5903,6.0595503,2.641791,0.71156996,714.8211,5.934091,-16.036145479914733,-10.62518720823507,242.153717,0.22378870075735824,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75208137854406,29.667896189646704]}"
202010_078E_024N_640,0.6735985,1363.0,858.0,361.0,573.0,471.0,897.0,1729.0,1878.0,1938.0,1336.0,0.05882353,8077,4669,2345.9412,5.5013227,2.3228154,0.5958097,713.2211,3.9481642,-16.01377772095871,-9.380980707988563,102.189873,0.22396922386493723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.69423563849493,29.686514535895842]}"
202010_078E_024N_176,0.82783633,1366.5,754.0,256.5,560.0,366.0,824.5,2120.0,2402.5,2617.5,2166.0,0.19652021,9931,6947,4746.1533,6.8637085,3.3313413,0.7507677,716.839,7.0312347,-16.364460349852955,-10.237588556581564,405.098328,0.22416804877491947,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77026921498373,29.722886772420726]}"
202009_078E_024N_640,0.8532652,1443.0,707.0,227.0,402.0,316.0,691.0,2032.0,2307.0,2532.0,2139.0,0.12863071,6835,4321,5359.9,7.12073,3.6536458,0.7598784,719.49316,7.329114,-14.260871079611924,-8.24509390952711,129.205872,0.22428272329372978,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76285505412784,29.67408838914355]}"
202009_078E_024N_70,0.8157965,1071.0,510.5,225.5,414.5,312.0,801.0,2137.5,2539.0,2245.5,1847.0,0.12936194,11467,4901,4623.172,6.254261,3.15385,0.74289626,717.2356,6.77907,-16.24275363493879,-10.466844710694655,127.895477,0.2249732731637224,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77558300175524,29.710979305891424]}"
202009_078E_024N_693,0.8366122,1341.0,660.0,217.0,512.0,380.0,895.0,2139.0,2370.0,2585.0,2033.0,0.13157895,6632,4517,4300.425,6.4754786,2.7934363,0.73078394,716.0765,6.4289775,-16.58446259917148,-10.737340590729632,118.74501037597656,0.22512197432682057,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7226051116175,29.670096921971897]}"
202008_078E_024N_14,0.7373328,1642.5,892.5,336.0,602.5,619.5,1052.5,2061.0,2276.0,2398.0,1735.5,0.024339508,5664,3349,2872.3232,4.8037825,2.9074712,0.56272733,716.3959,3.5739071,-18.14547588029768,-12.366120517615034,229.551773,0.22558863368174098,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.79572775881279,29.712066457369193]}"
202010_078E_024N_774,0.85393256,1157.0,587.0,187.0,523.0,324.0,888.0,2028.0,2184.0,2413.0,1994.0,0.22818086,10253,5674,3795.0842,6.28734,2.099494,0.76210773,712.7313,7.407166,-16.48378062456816,-11.094799679400305,178.41329956054688,0.2259900752591324,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.71101071965322,29.667728678080394]}"
202010_078E_024N_277,0.8793547,1146.5,533.5,123.0,290.0,195.0,554.5,1728.5,1985.0,2092.5,1778.5,0.16967797,7599,4005,4358.283,7.090209,3.6924963,0.8106545,717.6328,9.562719,-18.001908430153915,-11.576502947887377,262.884735,0.22630975454115398,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77113520684115,29.715450070673395]}"
202005_078E_024N_899,0.8445415,1121.0,618.0,178.0,482.0,333.0,819.0,1932.0,2130.0,2295.0,1826.0,0.14925373,11123,5157,3323.0596,6.419647,2.6640625,0.70032054,715.0296,5.6737967,-16.231049061348063,-10.34476230045018,323.294952,0.22646661051995876,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74293180622603,29.676608061155225]}"
202010_078E_024N_284,0.78159606,1471.5,834.5,208.0,380.0,354.5,738.0,1630.0,1764.5,1932.5,1440.5,0.033883415,7452,3773,2790.205,5.6743593,2.436235,0.6247701,715.79645,4.3318634,-14.678891478755453,-6.709645958580776,50.71831512451172,0.22672354129659034,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74297670025031,29.714508922607024]}"
